0;111282 
1;57231 
2;56985 
3;59183 
4;59807 
5;60142 
6;62246 
7;61764 
8;63996 
9;64479 
10;65254 
11;66634 
12;67237 
13;68483 
14;69834 
15;70259 
16;72220 
17;72781 
18;74070 
19;74732 
20;76427 
21;77836 
22;77892 
23;79773 
24;81075 
25;82113 
26;83286 
27;84749 
28;85475 
29;87342 
30;88787 
31;89805 
32;90481 
33;92735 
34;93789 
35;95129 
36;96515 
37;97641 
38;98912 
39;101102 
40;102426 
41;103098 
42;105400 
43;106551 
44;107774 
45;109527 
46;111095 
47;113075 
48;114330 
49;115658 
50;117617 
51;119264 
52;120882 
53;122033 
54;124358 
55;125660 
56;127587 
57;129621 
58;130921 
59;133193 
60;134372 
61;136046 
62;138797 
63;140256 
64;141951 
65;143816 
66;145876 
67;147676 
68;150073 
69;151763 
70;153509 
71;155509 
72;157507 
73;159978 
74;161848 
75;164068 
76;166214 
77;167760 
78;170616 
79;172070 
80;174840 
81;176891 
82;179021 
83;181883 
84;183376 
85;186128 
86;187933 
87;190803 
88;192736 
89;195612 
90;197541 
91;200203 
92;202779 
93;205173 
94;207355 
95;210636 
96;212235 
97;215180 
98;217978 
99;220626 
100;222665 
101;226086 
102;227454 
103;231763 
104;233856 
105;236080 
106;239075 
107;242051 
108;244934 
109;247428 
110;250564 
111;253147 
112;256458 
113;258351 
114;262085 
115;265060 
116;268017 
117;270990 
118;273776 
119;277418 
120;279757 
121;283773 
122;285675 
123;289274 
124;293117 
125;295672 
126;298983 
127;302198 
128;305695 
129;308055 
130;311771 
131;315509 
132;319010 
133;322223 
134;325036 
135;329223 
136;331968 
137;336225 
138;338564 
139;343311 
140;346569 
141;349054 
142;354093 
143;356806 
144;360506 
145;364056 
146;367259 
147;371834 
148;375490 
149;379267 
150;381987 
151;386091 
152;390810 
153;393683 
154;397640 
155;401954 
156;405803 
157;410096 
158;412939 
159;417225 
160;421843 
161;425334 
162;429182 
163;433159 
164;437701 
165;440661 
166;445479 
167;449219 
168;454400 
169;457725 
170;461103 
171;466165 
172;470824 
173;473790 
174;478595 
175;482873 
176;486856 
177;491527 
178;495403 
179;500006 
180;503595 
181;508900 
182;512924 
183;517163 
184;521826 
185;525615 
186;530680 
187;535043 
188;539542 
189;544456 
190;547909 
191;553050 
192;558248 
193;561548 
194;566394 
195;571512 
196;574881 
197;580170 
198;585011 
199;589461 
200;594032 
201;598555 
202;603782 
203;607762 
204;612625 
205;617194 
206;621961 
207;626159 
208;631721 
209;635951 
210;641259 
211;645485 
212;650882 
213;654356 
214;659671 
215;664934 
216;669535 
217;673466 
218;680340 
219;683400 
220;688622 
221;693409 
222;698238 
223;703275 
224;707559 
225;712813 
226;717115 
227;722944 
228;726643 
229;732123 
230;737421 
231;742392 
232;745929 
233;751402 
234;756863 
235;761196 
236;765523 
237;771007 
238;774796 
239;781888 
240;785179 
241;790850 
242;794970 
243;800277 
244;804790 
245;810042 
246;813662 
247;819775 
248;824668 
249;830116 
250;833801 
251;838037 
252;843694 
253;848901 
254;852597 
255;858578 
256;863063 
257;866884 
258;872493 
259;877487 
260;881179 
261;886543 
262;892203 
263;895992 
264;901064 
265;905764 
266;908972 
267;915789 
