0;154376 
1;79295 
2;80961 
3;81942 
4;84469 
5;85739 
6;88676 
7;89689 
8;91937 
9;92780 
10;97548 
11;98284 
12;100620 
13;101928 
14;105681 
15;107678 
16;109263 
17;110987 
18;115027 
19;115949 
20;119804 
21;121218 
22;123632 
23;126388 
24;129086 
25;131469 
26;134865 
27;137381 
28;139788 
29;143226 
30;146448 
31;148143 
32;151725 
33;155051 
34;156688 
35;160177 
36;163698 
37;164444 
38;170018 
39;170681 
40;177098 
41;180192 
42;182252 
43;185565 
44;190262 
45;195278 
46;196689 
47;200830 
48;205082 
49;207927 
50;211855 
51;216338 
52;219440 
53;223576 
54;225799 
55;230940 
56;237706 
57;238998 
58;243672 
59;247887 
60;252400 
61;257636 
62;260736 
63;266488 
64;268378 
65;276358 
66;280145 
67;285541 
68;291655 
69;295079 
70;301210 
71;305322 
72;311967 
73;316990 
74;320872 
75;324676 
76;332278 
77;335983 
78;343101 
79;347463 
80;352505 
81;359039 
82;365759 
83;371040 
84;374878 
85;381994 
86;387092 
87;392782 
88;400695 
89;407197 
90;411759 
91;419590 
92;425090 
93;430297 
94;438267 
95;446780 
96;451921 
97;457760 
98;466097 
99;469414 
100;476547 
101;484223 
102;490862 
103;496790 
104;503459 
105;512041 
106;518796 
107;525773 
108;534588 
109;541808 
110;547002 
111;556462 
112;562802 
113;569275 
114;580990 
115;585783 
116;594956 
117;602106 
118;609579 
119;617077 
120;627327 
121;632958 
122;643077 
123;649299 
124;658120 
125;667876 
126;671458 
127;683253 
128;687639 
129;696183 
130;704024 
131;714791 
132;723431 
133;732939 
134;740143 
135;750253 
136;758230 
137;767553 
138;776698 
139;787392 
140;793195 
141;803154 
142;811502 
143;819217 
144;826111 
145;838897 
146;852289 
147;862871 
148;869820 
149;878860 
150;885970 
151;890284 
152;902906 
153;911411 
154;920713 
155;932527 
156;938721 
157;950069 
158;956573 
159;969962 
160;976796 
161;985023 
162;993605 
163;1003379 
164;1012014 
165;1026585 
166;1031827 
167;1044294 
168;1051248 
169;1061468 
170;1072244 
171;1082363 
172;1091422 
173;1099825 
174;1110850 
175;1116096 
176;1128896 
177;1135093 
178;1148410 
179;1155956 
180;1164964 
181;1177777 
182;1182220 
183;1192167 
184;1203674 
185;1211209 
