0;405200 
1;207743 
2;211080 
3;218061 
4;218689 
5;226216 
6;227478 
7;234649 
8;236808 
9;243333 
10;246831 
11;250444 
12;255524 
13;262432 
14;266286 
15;271250 
16;274117 
17;281821 
18;284643 
19;291107 
20;295525 
21;303853 
22;306266 
23;313501 
24;318711 
25;323889 
26;328547 
27;336787 
28;342297 
29;346991 
30;353581 
31;359657 
32;367501 
33;372590 
34;378327 
35;386908 
36;393096 
37;398464 
38;405758 
39;414328 
40;419308 
41;427240 
42;434250 
43;442064 
44;450570 
45;455054 
46;463569 
47;472410 
48;479170 
49;488589 
50;495444 
51;503434 
52;512180 
53;520423 
54;527516 
55;537148 
56;546169 
57;554327 
58;562642 
59;572196 
60;581987 
61;590810 
62;599986 
63;609118 
64;617403 
65;627145 
66;639061 
67;647069 
68;658197 
69;666193 
70;679042 
71;688055 
72;698106 
73;709493 
74;718500 
75;731035 
76;739165 
77;751614 
78;765198 
79;773887 
80;785013 
81;795302 
82;810885 
83;820826 
84;829908 
85;843285 
86;856745 
87;868982 
88;878960 
89;893518 
90;904622 
91;918729 
92;930509 
93;941680 
94;957673 
95;969833 
96;982528 
97;994104 
98;1012369 
99;1020910 
100;1037635 
101;1050436 
102;1065238 
103;1078901 
104;1090730 
105;1109472 
106;1119937 
107;1135100 
108;1153346 
109;1165368 
110;1181983 
111;1193685 
112;1211945 
113;1224101 
114;1242140 
115;1256021 
116;1273428 
117;1287866 
118;1304432 
119;1322147 
120;1334506 
121;1355273 
122;1367977 
123;1383626 
124;1402423 
125;1419256 
126;1434439 
127;1453859 
128;1469365 
129;1486764 
130;1503011 
131;1522307 
132;1536671 
133;1554322 
134;1578069 
135;1591248 
136;1607578 
137;1628829 
138;1646409 
139;1663936 
140;1680912 
141;1702451 
142;1720540 
143;1736013 
144;1757073 
145;1774932 
146;1795296 
147;1812843 
148;1833589 
149;1849069 
150;1872467 
151;1889497 
152;1908851 
153;1929121 
154;1949212 
155;1967126 
156;1990693 
157;2007372 
158;2028607 
159;2046657 
160;2068490 
161;2084879 
162;2110933 
163;2128474 
164;2150849 
165;2166212 
166;2190340 
167;2210457 
168;2232523 
169;2250872 
170;2274608 
171;2291475 
172;2316786 
173;2334199 
174;2358955 
175;2375202 
176;2402339 
177;2416679 
178;2440538 
179;2460658 
180;2482876 
181;2505297 
182;2526020 
183;2546914 
184;2567804 
185;2591494 
186;2610647 
187;2633855 
188;2651962 
